iter	Logloss
136	0.03469736392
137	0.03461048159
138	0.03444663155
139	0.03430723752
140	0.03423685405
141	0.0341276864
142	0.03404419745
143	0.03394332439
144	0.03383044222
145	0.03366796587
146	0.03355456442
147	0.0334723009
148	0.03336447337
149	0.03316728893
150	0.03312360445
151	0.03306325147
152	0.03295298617
153	0.03288933038
154	0.03277864118
155	0.03264403638
156	0.03258699048
157	0.03241809449
158	0.03232673705
159	0.03227670757
160	0.03222182393
161	0.03209534759
162	0.03202600566
163	0.03182804314
164	0.03178754483
165	0.03175418813
166	0.03166390904
167	0.03162936216
168	0.03154116912
169	0.03146159051
170	0.03138707095
171	0.03135699853
172	0.03125834488
173	0.03119029265
174	0.0311179417
175	0.03102634296
176	0.03097787702
177	0.03091727458
178	0.03078005615
179	0.03070387767
180	0.03064053161
181	0.03059691958
182	0.03055238976
183	0.0305019636
184	0.03046284041
185	0.03030576795
186	0.03016400943
187	0.03010405527
188	0.02991664499
189	0.02988467033
190	0.02985719663
191	0.02982204099
192	0.02979708528
193	0.02973160483
194	0.02967217675
195	0.02954577499
196	0.02945139946
197	0.02934226641
198	0.0292237553
199	0.02916433552
200	0.0291050802
201	0.02902951404
202	0.02900792594
203	0.02889295751
204	0.02878394304
205	0.0286673455
206	0.02860724451
207	0.02856602593
208	0.02853069819
209	0.02847858809
210	0.02841107873
211	0.02831998204
212	0.02824766167
213	0.02810895895
214	0.02796649764
215	0.02787966455
216	0.0278416613
217	0.02780231825
218	0.02776018565
219	0.02763414837
220	0.02758893197
221	0.02749752205
222	0.02745977526
223	0.027410498
224	0.02734194671
225	0.02727962898
226	0.02722393836
227	0.02715737723
228	0.02711882969
229	0.02707526223
230	0.02703113908
231	0.02700841082
232	0.02697892752
233	0.02693701937
234	0.02685886719
235	0.02683435191
236	0.02673676461
237	0.02670468032
238	0.02662426066
239	0.02650557894
240	0.02643126142
241	0.02641358552
242	0.02634758929
243	0.02624268188
244	0.0262172492
245	0.02613779086
246	0.02610607539
247	0.02601820646
248	0.02597779615
249	0.02596263274
250	0.02592253798
251	0.02589353846
252	0.02583089214
253	0.02573776401
254	0.02561733246
255	0.02553019217
256	0.02551456437
257	0.02548048622
258	0.02541094258
259	0.02535767943
260	0.02526079998
261	0.0251915356
262	0.02515987949
263	0.02508764724
264	0.0249938002
265	0.02497527651
266	0.02495312065
267	0.02491382724
268	0.02487898819
269	0.0247937395
270	0.02472450623
271	0.02467225819
272	0.02458461463
273	0.0245067609
274	0.02449493956
275	0.02445370685
276	0.02438009451
277	0.02434722126
278	0.02424856404
279	0.02422403094
280	0.02412124749
281	0.0240992211
282	0.02401260417
283	0.02390644663
284	0.02387943992
285	0.02381467476
286	0.02376370586
287	0.02372760898
288	0.02370697624
289	0.02364400321
290	0.02363091672
291	0.02358428783
292	0.02354855297
293	0.02351381034
294	0.02345106054
295	0.0233886158
296	0.02337009367
297	0.02336332665
298	0.02334511878
299	0.02329404997
300	0.02328216137
301	0.02325137281
302	0.02317469897
303	0.02316115573
304	0.02304653312
305	0.02301402351
306	0.02294130814
307	0.02292091125
308	0.02288832977
309	0.02287337339
310	0.0228360562
311	0.02279642014
312	0.02275062213
313	0.0226978922
314	0.02268192959
315	0.02264298789
316	0.02260891221
317	0.0225343782
318	0.02248215821
319	0.02245121991
320	0.02239568254
321	0.02235549396
322	0.02230864968
323	0.02225304045
324	0.02223587328
325	0.02218368556
326	0.02213935227
327	0.02213084333
328	0.02202725602
329	0.02195394504
330	0.02190332132
331	0.02189564118
332	0.02184082234
333	0.02181797952
334	0.02173913855
335	0.02172774967
336	0.02167921958
337	0.02164807697
338	0.02162604767
339	0.02159472998
340	0.02155279637
341	0.02149990056
342	0.02146142105
343	0.02140618453
344	0.02138756267
345	0.02130738871
346	0.02129510408
347	0.02121049513
348	0.02119696595
349	0.02110304588
350	0.02107131603
351	0.02097505298
352	0.02096915423
353	0.02087900505
354	0.02080666732
355	0.02076767294
356	0.02074463333
357	0.02068297729
358	0.02065775404
359	0.02061534164
360	0.02055558233
361	0.0205291273
362	0.02052120411
363	0.02044667846
364	0.02040562336
365	0.02037631003
366	0.02034037728
367	0.02030468609
368	0.02028244458
369	0.02024518506
370	0.020237523
371	0.02014685299
372	0.02009257753
373	0.02006559803
374	0.02004635958
375	0.01999293982
376	0.01995591059
377	0.01992300377
378	0.01987901533
379	0.01985591461
380	0.01983011668
381	0.0197618433
382	0.01975497793
383	0.0197056187
384	0.0196421945
385	0.01956740617
386	0.01949090876
387	0.01941634067
388	0.01938279826
389	0.01935834907
390	0.01932041599
391	0.01930033304
392	0.01925230279
393	0.01922102819
394	0.01917603386
395	0.01912491087
396	0.01904608008
397	0.01901525485
398	0.0189732983
399	0.01896585118
400	0.01894322341
401	0.01892213145
402	0.01885422929
403	0.01879236319
404	0.01874444575
405	0.01868646419
406	0.01862148157
407	0.01862146025
408	0.01855634214
409	0.01854124165
410	0.01848898888
411	0.01841319458
412	0.01839110404
413	0.01833055058
414	0.01832108246
415	0.018271417
416	0.01824703092
417	0.01822410289
418	0.01819048253
419	0.01814271128
420	0.01811119162
421	0.01805054971
422	0.0180249649
423	0.01796553864
424	0.01793780951
425	0.01790579248
426	0.01788631725
427	0.01784971924
428	0.01781894999
429	0.01776001139
430	0.0177007039
431	0.01765756339
432	0.0175912317
433	0.01752458731
434	0.0175150912
435	0.01746050653
436	0.01743317409
437	0.01742581988
438	0.01736519774
439	0.01735077748
440	0.01728506765
441	0.01725999492
442	0.01724278601
443	0.0171986074
444	0.01717121618
445	0.01712635422
446	0.01710943723
447	0.01710176338
448	0.01707649484
449	0.01707041285
450	0.01704372765
451	0.01698652566
452	0.01696221578
453	0.01694599561
454	0.01690671405
455	0.01687285446
456	0.01685437503
457	0.01681238854
458	0.01679210952
459	0.01676098428
460	0.01671092966
461	0.01667483019
462	0.01666066782
463	0.01666066918
464	0.0166486057
465	0.01664087659
466	0.01659776303
467	0.01657267792
468	0.01651652103
469	0.01649426112
470	0.01649424576
471	0.01647484589
472	0.01642269109
473	0.0163727209
474	0.01632695218
475	0.01632616814
476	0.01630695094
477	0.01626978252
478	0.01625204695
479	0.01620584397
480	0.01620568651
481	0.01615783983
482	0.01612349097
483	0.0161174233
484	0.01608834297
485	0.01607810876
486	0.01603027886
487	0.01603026461
488	0.01601143482
489	0.01597279053
490	0.01597275503
491	0.01593426191
492	0.01592757518
493	0.01591273465
494	0.01589801484
495	0.01587732682
496	0.01584283365
497	0.01583312299
498	0.01577999735
499	0.01575810308
500	0.01574480043
501	0.01572254284
502	0.01570291995
503	0.01566058693
504	0.0156299209
505	0.01559618242
506	0.01557869308
507	0.01557226838
508	0.01555573446
509	0.01552219549
510	0.01552219549
511	0.01548950917
512	0.01546862877
513	0.01542744596
514	0.01542743267
515	0.01540995208
516	0.015350106
517	0.01529504923
518	0.01526477185
519	0.0152319792
520	0.01522609238
521	0.01519030069
522	0.0151674023
523	0.01512861615
524	0.01508034479
525	0.01506434376
526	0.01504654553
527	0.01500588834
528	0.01497637505
529	0.01492596628
530	0.01488491669
531	0.01485763385
532	0.01483955324
533	0.01481210329
534	0.01477613331
535	0.01475884519
536	0.01472731974
537	0.01471897953
538	0.01471897217
539	0.01470640283
540	0.01468811756
541	0.01465576899
542	0.01464693591
543	0.01461823441
544	0.0145950664
545	0.01456797627
546	0.01452825688
547	0.01450796736
548	0.01449274275
549	0.01447197231
550	0.01442563714
551	0.01437789481
552	0.0143517982
553	0.01432031276
554	0.01431457642
555	0.01429573326
556	0.01427171936
557	0.01425442272
558	0.01425008198
559	0.01424657613
560	0.01423796442
561	0.01420896104
562	0.01418390224
563	0.01418390853
564	0.01415332978
565	0.01412453388
566	0.01412078922
567	0.01410112505
568	0.01407192022
569	0.01405287103
570	0.01401116528
571	0.01398224807
572	0.01396829866
573	0.01393143177
574	0.01391463533
575	0.01388936364
576	0.01386962819
577	0.01382675646
578	0.01378888302
579	0.0137669248
580	0.01372136229
581	0.01370155071
582	0.01368954396
583	0.01368953126
584	0.01368022101
585	0.01365896077
586	0.01362318934
587	0.013603553
588	0.01359074873
589	0.01358230413
590	0.01355727391
591	0.0135347247
592	0.01353470663
593	0.01352113352
594	0.01351295108
595	0.01349070238
596	0.01345546596
597	0.01342761295
598	0.01339460537
599	0.01338329136
600	0.01335702971
601	0.01333013503
602	0.01331525083
603	0.01329273626
604	0.01326459419
605	0.0132279859
606	0.01321149138
607	0.01318194419
608	0.01317413878
609	0.01313143263
610	0.01310367655
611	0.01308251837
612	0.01307522523
613	0.01305387635
614	0.01304371581
615	0.01303033807
616	0.01301459175
617	0.01298897045
618	0.01297008604
619	0.01295015812
620	0.01292514561
621	0.01292512864
622	0.01291814429
623	0.01290242428
624	0.01287197697
625	0.01286292941
626	0.01285085022
627	0.01282376105
628	0.01281701525
629	0.01278629619
630	0.01276834702
631	0.01275413061
632	0.01274164391
633	0.01271839277
634	0.01271506742
635	0.0126869557
636	0.01266780608
637	0.01265798381
638	0.0126435179
639	0.01263152223
640	0.01260869395
641	0.01257448764
642	0.01256404776
643	0.01253122777
644	0.01249492394
645	0.01247867402
646	0.01247009801
647	0.01245899491
648	0.01244918674
649	0.01243841371
650	0.01241559382
651	0.01238053003
652	0.01237739242
653	0.01232792233
654	0.01229603499
655	0.01229603136
656	0.01228607224
657	0.01228314571
658	0.01225300738
659	0.0122291573
660	0.01220020585
661	0.01217232821
662	0.01217228875
663	0.01217227845
664	0.01217225431
665	0.01216519354
666	0.01214446693
667	0.01213190503
668	0.01212245042
669	0.01210808044
670	0.01207111461
671	0.01203611393
672	0.01203117544
673	0.01203116458
674	0.01200546906
675	0.01199892653
676	0.01198058223
677	0.01195980184
678	0.01194857673
679	0.01193689876
680	0.01192995303
681	0.01192022682
682	0.01190968654
683	0.01190966017
684	0.01190028266
685	0.01185758879
686	0.01183990989
687	0.01182360137
688	0.01179956752
689	0.01177918942
690	0.01176105904
691	0.01174863607
692	0.01172932404
693	0.01170176471
694	0.01169518741
695	0.01168069241
696	0.01166015722
697	0.01163699838
698	0.01162698379
699	0.01160088439
700	0.01158251427
701	0.01156764971
702	0.01156764371
703	0.01155070268
704	0.01152837372
705	0.01151019177
706	0.01148853242
707	0.01147741079
708	0.01145950373
709	0.01144105913
710	0.0114355016
711	0.01139032641
712	0.01136159839
713	0.01133393891
714	0.01132191859
715	0.01131244272
716	0.01130489759
717	0.01129184318
718	0.01129184318
719	0.01128270685
720	0.01126744608
721	0.01126744608
722	0.01125065547
723	0.01123514479
724	0.01122979746
725	0.01120370279
726	0.01119077385
727	0.01117929367
728	0.01117370734
729	0.0111668672
730	0.0111410335
731	0.01111183942
732	0.01109922073
733	0.01109921513
734	0.01108092581
735	0.01107606776
736	0.01106931269
737	0.01104545023
738	0.01101803507
739	0.0110096117
740	0.01097202074
741	0.0109529031
742	0.01092679715
743	0.0109161765
744	0.01089278685
745	0.01089278238
746	0.01085808443
747	0.01083488901
748	0.01081182834
749	0.01079042983
750	0.01077757136
751	0.01076175927
752	0.0107508505
753	0.01074316178
754	0.01073137841
755	0.01070652965
756	0.01070652667
757	0.01068175699
758	0.01068173833
759	0.01067236792
760	0.01066760885
761	0.01064839372
762	0.01062710749
763	0.01061677249
764	0.01060298944
765	0.01058262148
766	0.01057363995
767	0.01054472767
768	0.01051675011
769	0.01050663066
770	0.01047533503
771	0.01046885393
772	0.01045808712
773	0.01044808291
774	0.01043262169
775	0.01041773626
776	0.01040576547
777	0.01037430731
778	0.01035610666
779	0.01034533412
780	0.01031760551
781	0.01028371
782	0.0102684897
783	0.0102346963
784	0.01021770207
785	0.01020185328
786	0.01019039493
787	0.01017138617
788	0.01013403581
789	0.01011736614
790	0.0101114453
791	0.01009513717
792	0.01007531285
793	0.01004598636
794	0.01000960817
795	0.009994224032
796	0.009977755428
797	0.009957737792
798	0.009938907325
799	0.009930311556
800	0.009918156259
801	0.009886785732
802	0.009872889613
803	0.009861547705
804	0.009839019109
805	0.009829416501
806	0.009806421241
807	0.00979338037
808	0.009782361181
809	0.00978233429
810	0.009773077273
811	0.009749401068
812	0.009731440558
813	0.009707273292
814	0.00969910735
815	0.009699098214
816	0.00969858224
817	0.009694548498
818	0.009684007993
819	0.009675360581
820	0.009643982053
821	0.009638898803
822	0.009625165905
823	0.009615652165
824	0.009597999244
825	0.009590442583
826	0.009585428536
827	0.009578175091
828	0.009574163768
829	0.009542955201
830	0.009539177502
831	0.009525799528
832	0.009498858747
833	0.009478540585
834	0.009461833822
835	0.009444512335
836	0.009420850546
837	0.009415816477
838	0.009405332766
839	0.00938255655
840	0.009351801007
841	0.009341932312
842	0.009333675688
843	0.009322622286
844	0.009314056388
845	0.009301276031
846	0.009282999963
847	0.009268708066
848	0.009258292813
849	0.009253879688
850	0.009239248453
851	0.009239239025
852	0.009225424646
853	0.009216597424
854	0.009216600178
855	0.009212973293
856	0.009202979119
857	0.009180400144
858	0.0091643614
859	0.009153063489
860	0.009149557158
861	0.009144328214
862	0.00913830859
863	0.009131129175
864	0.009129565344
865	0.009125257384
866	0.009113071308
867	0.009108815282
868	0.009090651668
869	0.009082286963
870	0.009071713509
871	0.009060539456
872	0.009050423303
873	0.009039791986
874	0.00902521641
875	0.009004755502
876	0.008998237853
877	0.008980454561
878	0.008950855246
879	0.008950850937
880	0.008941511435
881	0.008920609684
882	0.008912243975
883	0.008904608036
884	0.008897636844
885	0.008878787618
886	0.008854744405
887	0.008843969693
888	0.008843965902
889	0.008843962468
890	0.008843940826
891	0.008843943872
892	0.008843927154
893	0.008843925534
894	0.008843910696
895	0.008843909432
896	0.008837320442
897	0.00883125423
898	0.008831241335
899	0.008813161341
900	0.008813161341
901	0.008809685367
902	0.008807429025
903	0.008798135106
904	0.008794451622
905	0.008783825488
906	0.008775825263
907	0.008765089688
908	0.008762485843
909	0.008745714672
910	0.008734938405
911	0.008723304297
912	0.008708214919
913	0.008702338463
914	0.008682999181
915	0.008677200481
916	0.008667306742
917	0.008665182034
918	0.008650204526
919	0.008636246169
920	0.008629821082
921	0.008622361195
922	0.008619725145
923	0.008619708493
924	0.008616580411
925	0.008594043586
926	0.008594024115
927	0.00858452207
928	0.00858452207
929	0.008582025527
930	0.008582011758
931	0.008572058017
932	0.008552305011
933	0.008533903982
934	0.008528797243
935	0.008507707842
936	0.00850646064
937	0.008494732383
938	0.008470051346
939	0.008459573985
940	0.008446611842
941	0.008435249685
942	0.008416485148
943	0.008405980864
944	0.008389734383
945	0.008375622232
946	0.008344009399
947	0.00832910469
948	0.008322004748
949	0.00830884018
950	0.008283384405
951	0.008270815997
952	0.008265615271
953	0.00825220263
954	0.008235042389
955	0.008231733493
956	0.008226395722
957	0.008226023758
958	0.008222438829
959	0.008222436626
960	0.008214397751
961	0.008203394599
962	0.008200220414
963	0.008180120585
964	0.008160862849
965	0.00814988108
966	0.008138353077
967	0.008122395491
968	0.008111722542
969	0.008104449884
970	0.008103431381
971	0.00808790239
972	0.008080615478
973	0.008070683055
974	0.008059752669
975	0.008054862383
976	0.008054838376
977	0.008022662009
978	0.008000072148
979	0.007977105917
980	0.007962539154
981	0.007944131354
982	0.007944125555
983	0.007944134659
984	0.007935988707
985	0.00791001375
986	0.007887418802
987	0.007877002512
988	0.007874527708
989	0.007874527708
990	0.007874493204
991	0.007861229272
992	0.007861216798
993	0.007861216733
994	0.007861216733
995	0.00786120358
996	0.00786120358
997	0.00786120358
998	0.007844512238
999	0.007842327172
